model_seed,checkpoint_round,panel,client_i,client_j,jsdn,gradient_difference,update_difference,gradient_update_gap,gradient_cosine,update_cosine,gradient_norm_i,gradient_norm_j,update_norm_i,update_norm_j
42,0,raw,2,9,0.803367852140508,1.0099143009579108,0.9485314376127915,-0.06138286334511933,-0.00993658164916334,0.13849439587460927,11.191450119018555,11.967183113098145,7.7902445793151855,1.5025378465652466
42,0,raw,3,4,0.5688678629489142,1.1028251108432523,0.8958684267324502,-0.20695668411080215,-0.1036745572367564,0.10466169821664124,11.994735717773438,10.548811912536621,2.5133941173553467,2.272364616394043
42,0,raw,3,5,0.7669705609546169,1.0847198293064548,0.919157409594427,-0.1655624197120278,-0.08479892462793316,0.13203938887319688,11.994735717773438,11.487700462341309,2.5133941173553467,7.347529888153076
42,0,raw,3,6,0.7415380743099217,1.0523581656548893,0.8670656488860565,-0.18529251676883274,-0.052852998643094506,0.2150426831234864,11.994735717773438,13.76136302947998,2.5133941173553467,7.258223056793213
42,0,raw,3,7,0.8161986753273098,1.1118378716332424,0.9099611586375477,-0.20187671299569476,-0.11185391580456529,0.1429188754867361,11.994735717773438,12.199860572814941,2.5133941173553467,7.085345268249512
42,0,raw,3,8,0.3547553997977244,0.09426547940429424,0.8360767067262874,0.7418112273219932,0.9063280739655051,0.298143325571739,11.994735717773438,12.43713092803955,2.5133941173553467,8.386690139770508
42,0,raw,3,9,0.2830574955582664,0.1558046510253494,0.7520891502557883,0.5962844992304388,0.8441975703209286,0.2815382286415964,11.994735717773438,11.967183113098145,2.5133941173553467,1.5025378465652466
42,0,raw,4,5,0.518353427820287,0.4113770127973257,0.8717523458841838,0.46037533308685813,0.5907628198779649,0.22726463418252557,10.548811912536621,11.487700462341309,2.272364616394043,7.347529888153076
42,0,raw,4,6,0.774668455249168,1.0278197963954758,0.8793960914336291,-0.14842370496184676,-0.028808520852294815,0.21158323054872732,10.548811912536621,13.76136302947998,2.272364616394043,7.258223056793213
42,0,raw,4,7,0.8704996714348426,1.057040001024192,1.0087047650452916,-0.04833523597890044,-0.057643915764807464,-0.014971554617339298,10.548811912536621,12.199860572814941,2.272364616394043,7.085345268249512
42,0,raw,4,8,0.8671865325773949,1.133049036915378,1.0217515363945264,-0.11129750052085163,-0.13485659662995597,-0.04310173448427965,10.548811912536621,12.43713092803955,2.272364616394043,8.386690139770508
42,0,raw,4,9,0.7834801391720937,1.1668504808300881,1.2403132247135649,0.07346274388347673,-0.16817998730055603,-0.2612315039479843,10.548811912536621,11.967183113098145,2.272364616394043,1.5025378465652466
42,0,raw,5,6,0.6755276195038502,1.0488111426349838,0.8904091884263269,-0.15840195420865688,-0.049609187032539574,0.10959896281959003,11.487700462341309,13.76136302947998,7.347529888153076,7.258223056793213
42,0,raw,5,7,0.41212388754533563,0.4914026721497812,0.7961403015851598,0.30473762943537863,0.5095175550438656,0.20399508775328065,11.487700462341309,12.199860572814941,7.347529888153076,7.085345268249512
42,0,raw,5,8,0.6785458009445595,1.1185083076585638,0.8163638534220901,-0.30214445423647374,-0.11888214828201368,0.18524314120200913,11.487700462341309,12.43713092803955,7.347529888153076,8.386690139770508
42,0,raw,5,9,0.9293808925057312,1.1510537129216385,1.0522023251694783,-0.09885138775216018,-0.15118015882814465,-0.13310969490411395,11.487700462341309,11.967183113098145,7.347529888153076,1.5025378465652466
42,0,raw,6,7,0.4638934619507115,0.8006347452724437,0.861346780258717,0.06071203498627331,0.20081291824288672,0.13869397911616863,13.76136302947998,12.199860572814941,7.258223056793213,7.085345268249512
42,0,raw,6,8,0.7028207929145012,1.1300208501239537,1.030860374847941,-0.09916047527601268,-0.13068688841938608,-0.03118265312274145,13.76136302947998,12.43713092803955,7.258223056793213,8.386690139770508
42,0,raw,6,9,0.9385584664633468,1.1361020376330115,1.0397981634522393,-0.09630387418077224,-0.1374317161432484,-0.10034952281500038,13.76136302947998,11.967183113098145,7.258223056793213,1.5025378465652466
42,0,raw,7,8,0.5571980562004097,1.0298403573386268,0.828160418719673,-0.20167993861895372,-0.029845893579213446,0.17428894479877474,12.199860572814941,12.43713092803955,7.085345268249512,8.386690139770508
42,0,raw,7,9,0.7756817543719969,1.0065001590529745,0.9042162643739854,-0.10228389467898913,-0.00650136125965922,0.23620971640646518,12.199860572814941,11.967183113098145,7.085345268249512,1.5025378465652466
42,0,raw,8,9,0.2734881025500553,0.018989431080240392,0.8791925887686475,0.860203157688407,0.981737523385531,0.3483101203798566,12.43713092803955,11.967183113098145,8.386690139770508,1.5025378465652466
42,0,ldp,0,1,0.6497790548290652,1.4670834005956916,1.0445903166582733,-0.42249308393741836,-0.5198072813354118,-0.0452483549732431,6.786983013153076,10.868053436279297,5.589241981506348,6.638169288635254
42,0,ldp,0,2,0.5887202238591862,1.1619169358908685,0.9433062865795692,-0.21861064931129937,-0.18259111824293622,0.059844679541283634,6.786983013153076,11.191450119018555,5.589241981506348,7.7902445793151855
42,0,ldp,0,3,0.684256732223115,1.263691051557807,1.0134898929193001,-0.2502011586385069,-0.3076105232225658,-0.018036169118336512,6.786983013153076,11.994735717773438,5.589241981506348,2.5133941173553467
42,0,ldp,0,4,0.7194152023015669,1.2362096862445566,0.8887194821550708,-0.34749020408948583,-0.2595518541208522,0.15951888209564086,6.786983013153076,10.548811912536621,5.589241981506348,2.272364616394043
42,0,ldp,0,5,0.6179088535985461,1.2880765054298333,0.8439671682663082,-0.4441093371635251,-0.32889177501196276,0.1619117098973634,6.786983013153076,11.487700462341309,5.589241981506348,7.347529888153076
42,0,ldp,0,6,0.6310361670616851,1.146006139779027,0.9594427656203327,-0.1865633741586944,-0.18402098241651887,0.04195138318497805,6.786983013153076,13.76136302947998,5.589241981506348,7.258223056793213
42,0,ldp,0,7,0.7715278879988338,1.3130836603519631,0.9972629606560606,-0.31582069969590254,-0.3684680086997498,0.0028144054786351414,6.786983013153076,12.199860572814941,5.589241981506348,7.085345268249512
42,0,ldp,0,8,0.7516132551640492,1.383178650536051,0.9350460086302286,-0.44813264190582247,-0.45562705701437833,0.07037728574876703,6.786983013153076,12.43713092803955,5.589241981506348,8.386690139770508
42,0,ldp,0,9,0.7441776898703789,1.3882379495066794,1.014036538915518,-0.3742014105911615,-0.4523676996653795,-0.028017330198741832,6.786983013153076,11.967183113098145,5.589241981506348,1.5025378465652466
42,0,ldp,1,2,0.6320422983240708,1.1640863570777882,0.9983518230571912,-0.165734534020597,-0.16415694384700638,0.0016693953799763821,10.868053436279297,11.191450119018555,6.638169288635254,7.7902445793151855
42,0,ldp,1,3,0.749934878602806,1.228368976996481,0.9677831762852972,-0.26058580071118376,-0.22948120456029547,0.04864007167896969,10.868053436279297,11.994735717773438,6.638169288635254,2.5133941173553467
42,0,ldp,1,4,0.7299010747998727,1.1618236487108669,1.0687023291991136,-0.09312131951175329,-0.16189548605171084,-0.11210423884577657,10.868053436279297,10.548811912536621,6.638169288635254,2.272364616394043
42,0,ldp,1,5,0.6810090142002948,1.1421652156303934,0.9386568804048051,-0.2035083352255883,-0.14238380245014504,0.06166290799695425,10.868053436279297,11.487700462341309,6.638169288635254,7.347529888153076
42,0,ldp,1,6,0.621775660569675,0.9704983799909536,0.8778225224285942,-0.09267585756235941,0.030327215656051836,0.12267117804059019,10.868053436279297,13.76136302947998,6.638169288635254,7.258223056793213
42,0,ldp,1,7,0.5464925567322995,0.9579297983353581,0.7445477288152818,-0.21338206952007632,0.04235158046303395,0.25600247658102093,10.868053436279297,12.199860572814941,6.638169288635254,7.085345268249512
42,0,ldp,1,8,0.5442598014034421,1.0267021460134125,0.8622281396298143,-0.16447400638359821,-0.026945317158154188,0.14156958793185254,10.868053436279297,12.43713092803955,6.638169288635254,8.386690139770508
42,0,ldp,1,9,0.6752375500719592,0.9755110180813514,0.930470112006713,-0.0450409060746384,0.024602764296203873,0.16154252790729234,10.868053436279297,11.967183113098145,6.638169288635254,1.5025378465652466
42,0,ldp,2,3,0.6634052878064717,1.0009307576496995,0.9838645593170208,-0.01706619833267875,-0.000932995051446052,0.027612444521870717,11.191450119018555,11.994735717773438,7.7902445793151855,2.5133941173553467
42,0,ldp,2,4,0.42410074532014763,0.2919485502892971,0.9138515645572685,0.6219030142679713,0.7092894651993155,0.16026278555657159,11.191450119018555,10.548811912536621,7.7902445793151855,2.272364616394043
42,0,ldp,2,5,0.501912401226358,0.948516190617879,0.9738023703707159,0.02528617975283698,0.05150136713371713,0.026242048982849923,11.191450119018555,11.487700462341309,7.7902445793151855,7.347529888153076
42,0,ldp,2,6,0.6791245016188933,1.0663936538840761,1.0153504090776662,-0.05104324480640998,-0.06781703660466201,-0.015388487545777894,11.191450119018555,13.76136302947998,7.7902445793151855,7.258223056793213
42,0,ldp,2,7,0.6925533059803165,1.0706915063898892,0.8959569912689112,-0.17473451512097804,-0.07095468294022989,0.10450957716242734,11.191450119018555,12.199860572814941,7.7902445793151855,7.085345268249512
42,0,ldp,2,8,0.5279130194058761,0.992927412935271,0.9225332672885471,-0.07039414564672386,0.007112001889762817,0.07767878265878088,11.191450119018555,12.43713092803955,7.7902445793151855,8.386690139770508
42,0,ldp,2,9,0.721311743470934,1.0099143009579108,0.9485314376127915,-0.06138286334511933,-0.00993658164916334,0.13849439587460927,11.191450119018555,11.967183113098145,7.7902445793151855,1.5025378465652466
42,0,ldp,3,4,0.4327203237923423,1.1028251108432523,0.8958684267324502,-0.20695668411080215,-0.1036745572367564,0.10466169821664124,11.994735717773438,10.548811912536621,2.5133941173553467,2.272364616394043
42,0,ldp,3,5,0.7075535544825635,1.0847198293064548,0.919157409594427,-0.1655624197120278,-0.08479892462793316,0.13203938887319688,11.994735717773438,11.487700462341309,2.5133941173553467,7.347529888153076
42,0,ldp,3,6,0.665389287882882,1.0523581656548893,0.8670656488860565,-0.18529251676883274,-0.052852998643094506,0.2150426831234864,11.994735717773438,13.76136302947998,2.5133941173553467,7.258223056793213
42,0,ldp,3,7,0.709840261599651,1.1118378716332424,0.9099611586375477,-0.20187671299569476,-0.11185391580456529,0.1429188754867361,11.994735717773438,12.199860572814941,2.5133941173553467,7.085345268249512
42,0,ldp,3,8,0.3563630484028832,0.09426547940429424,0.8360767067262874,0.7418112273219932,0.9063280739655051,0.298143325571739,11.994735717773438,12.43713092803955,2.5133941173553467,8.386690139770508
42,0,ldp,3,9,0.19603610758709228,0.1558046510253494,0.7520891502557883,0.5962844992304388,0.8441975703209286,0.2815382286415964,11.994735717773438,11.967183113098145,2.5133941173553467,1.5025378465652466
42,0,ldp,4,5,0.5204968113844343,0.4113770127973257,0.8717523458841838,0.46037533308685813,0.5907628198779649,0.22726463418252557,10.548811912536621,11.487700462341309,2.272364616394043,7.347529888153076
42,0,ldp,4,6,0.7285024287378972,1.0278197963954758,0.8793960914336291,-0.14842370496184676,-0.028808520852294815,0.21158323054872732,10.548811912536621,13.76136302947998,2.272364616394043,7.258223056793213
42,0,ldp,4,7,0.799787000768332,1.057040001024192,1.0087047650452916,-0.04833523597890044,-0.057643915764807464,-0.014971554617339298,10.548811912536621,12.199860572814941,2.272364616394043,7.085345268249512
42,0,ldp,4,8,0.7694169256925748,1.133049036915378,1.0217515363945264,-0.11129750052085163,-0.13485659662995597,-0.04310173448427965,10.548811912536621,12.43713092803955,2.272364616394043,8.386690139770508
42,0,ldp,4,9,0.5621534242082797,1.1668504808300881,1.2403132247135649,0.07346274388347673,-0.16817998730055603,-0.2612315039479843,10.548811912536621,11.967183113098145,2.272364616394043,1.5025378465652466
42,0,ldp,5,6,0.6067399585980318,1.0488111426349838,0.8904091884263269,-0.15840195420865688,-0.049609187032539574,0.10959896281959003,11.487700462341309,13.76136302947998,7.347529888153076,7.258223056793213
42,0,ldp,5,7,0.4325775667173631,0.4914026721497812,0.7961403015851598,0.30473762943537863,0.5095175550438656,0.20399508775328065,11.487700462341309,12.199860572814941,7.347529888153076,7.085345268249512
42,0,ldp,5,8,0.7113187259011925,1.1185083076585638,0.8163638534220901,-0.30214445423647374,-0.11888214828201368,0.18524314120200913,11.487700462341309,12.43713092803955,7.347529888153076,8.386690139770508
42,0,ldp,5,9,0.8815514801524188,1.1510537129216385,1.0522023251694783,-0.09885138775216018,-0.15118015882814465,-0.13310969490411395,11.487700462341309,11.967183113098145,7.347529888153076,1.5025378465652466
42,0,ldp,6,7,0.40913908504254626,0.8006347452724437,0.861346780258717,0.06071203498627331,0.20081291824288672,0.13869397911616863,13.76136302947998,12.199860572814941,7.258223056793213,7.085345268249512
42,0,ldp,6,8,0.6857151535014534,1.1300208501239537,1.030860374847941,-0.09916047527601268,-0.13068688841938608,-0.03118265312274145,13.76136302947998,12.43713092803955,7.258223056793213,8.386690139770508
42,0,ldp,6,9,0.8111274406407791,1.1361020376330115,1.0397981634522393,-0.09630387418077224,-0.1374317161432484,-0.10034952281500038,13.76136302947998,11.967183113098145,7.258223056793213,1.5025378465652466
42,0,ldp,7,8,0.5233528328269923,1.0298403573386268,0.828160418719673,-0.20167993861895372,-0.029845893579213446,0.17428894479877474,12.199860572814941,12.43713092803955,7.085345268249512,8.386690139770508
42,0,ldp,7,9,0.7382472014094512,1.0065001590529745,0.9042162643739854,-0.10228389467898913,-0.00650136125965922,0.23620971640646518,12.199860572814941,11.967183113098145,7.085345268249512,1.5025378465652466
42,0,ldp,8,9,0.31644094209305024,0.018989431080240392,0.8791925887686475,0.860203157688407,0.981737523385531,0.3483101203798566,12.43713092803955,11.967183113098145,8.386690139770508,1.5025378465652466
42,5,raw,0,1,0.6913053808479027,1.2392240798529246,1.1974021523128913,-0.04182192754003333,-0.24602799453077223,-0.19845828334696552,2.2304911613464355,2.8285183906555176,2.824244260787964,3.1308465003967285
42,5,raw,0,2,0.6036332994110604,0.9174831006364319,0.9834317347437842,0.0659486341073523,0.0836172574657662,0.01661387090902785,2.2304911613464355,2.625906229019165,2.824244260787964,3.0420026779174805
42,5,raw,0,3,0.7270076214374295,0.9121132728147494,0.9858283583740594,0.07371508555930995,0.09362500912161019,0.0161354956595055,2.2304911613464355,3.1952123641967773,2.824244260787964,1.6786288022994995
42,5,raw,0,4,0.7680234150909684,1.035018155506586,1.0976396078860708,0.0626214523794848,-0.035035971791453006,-0.12629028118065175,2.2304911613464355,2.1602182388305664,2.824244260787964,1.3364943265914917
42,5,raw,0,5,0.6360806262553089,1.1335140312538359,1.0391033176857551,-0.09441071356808073,-0.13365071558223493,-0.03912172338454186,2.2304911613464355,2.3338139057159424,2.824244260787964,2.9121837615966797
42,5,raw,0,6,0.6478173814539765,1.0252039534675264,0.9495641606475637,-0.07563979281996269,-0.025600749820174577,0.05082791382653311,2.2304911613464355,2.6632044315338135,2.824244260787964,3.1993677616119385
42,5,raw,0,7,0.7914882913055363,1.222127536767793,1.2624477876579476,0.04032025089015456,-0.22276387583281496,-0.26265507710065916,2.2304911613464355,2.406054973602295,2.824244260787964,2.939016580581665
42,5,raw,0,8,0.718753490666626,1.1227225380870178,1.0941314373316713,-0.028591100755346543,-0.1322494196036911,-0.09612856798648545,2.2304911613464355,3.2994961738586426,2.824244260787964,3.467862606048584
42,5,raw,0,9,0.8392076002990689,1.144372098618615,1.0725855256150354,-0.0717865730035796,-0.14992849500271904,-0.14099418402031824,2.2304911613464355,2.9409587383270264,2.824244260787964,0.783028244972229
42,5,raw,1,2,0.6972610148350785,1.1187274755968124,1.2547541080954705,0.1360266324986581,-0.11905988006238699,-0.2548628437790713,2.8285183906555176,2.625906229019165,3.1308465003967285,3.0420026779174805
42,5,raw,1,3,0.8957335699637317,1.036288265573055,1.1284840756351013,0.09219581006204636,-0.03655637888752686,-0.15431652575261653,2.8285183906555176,3.1952123641967773,3.1308465003967285,1.6786288022994995
42,5,raw,1,4,0.9381008611191377,1.1694163559442403,1.2581776574190233,0.088761301474783,-0.17562168583595666,-0.35765993507267363,2.8285183906555176,2.1602182388305664,3.1308465003967285,1.3364943265914917
42,5,raw,1,5,0.708791272184252,1.146132033512508,1.3368769818842547,0.19074494837174671,-0.14885347793410172,-0.33776799641644717,2.8285183906555176,2.3338139057159424,3.1308465003967285,2.9121837615966797
42,5,raw,1,6,0.6326380330789337,1.0365665676454743,1.0232886427270447,-0.013277924918429607,-0.036634012800278594,-0.02329388257717116,2.8285183906555176,2.6632044315338135,3.1308465003967285,3.1993677616119385
42,5,raw,1,7,0.5482741857926737,0.9913548223214841,0.8063872608614007,-0.18496756146008342,0.00875924098171995,0.19400511268747148,2.8285183906555176,2.406054973602295,3.1308465003967285,2.939016580581665
42,5,raw,1,8,0.5834357103740286,0.855531136704679,0.8054375104085486,-0.050093626296130345,0.14617606737754418,0.19558013063349702,2.8285183906555176,3.2994961738586426,3.1308465003967285,3.467862606048584
42,5,raw,1,9,0.75676519592597,0.811278219692423,0.9694115032722265,0.1581332835798035,0.188862523612771,0.0650109009618328,2.8285183906555176,2.9409587383270264,3.1308465003967285,0.783028244972229
42,5,raw,2,3,0.7571012723197906,0.8177868945585192,0.7900030462209804,-0.027783848337538775,0.18573497251098192,0.24824367821206159,2.625906229019165,3.1952123641967773,3.0420026779174805,1.6786288022994995
42,5,raw,2,4,0.3876493590472073,0.3035741103350719,0.49027324117612936,0.18669913084105744,0.7097122331197608,0.6921591130310859,2.625906229019165,2.1602182388305664,3.0420026779174805,1.3364943265914917
42,5,raw,2,5,0.5297219077055116,0.9082671355212266,0.8788785508385222,-0.029388584682704444,0.09237098015254833,0.1212360582875365,2.625906229019165,2.3338139057159424,3.0420026779174805,2.9121837615966797
42,5,raw,2,6,0.6992177186307775,1.0520849425421162,1.120592961431386,0.06850801888926994,-0.052090109183664295,-0.12074633233828534,2.625906229019165,2.6632044315338135,3.0420026779174805,3.1993677616119385
42,5,raw,2,7,0.7038143513733817,1.1065243703597352,1.2221337379885155,0.11560936762878038,-0.10693197957195479,-0.22226547018839646,2.625906229019165,2.406054973602295,3.0420026779174805,2.939016580581665
42,5,raw,2,8,0.5595878845885606,0.9087657345334652,0.9653140627757173,0.05654832824225209,0.0936242183915007,0.03498603936315383,2.625906229019165,3.2994961738586426,3.0420026779174805,3.467862606048584
42,5,raw,2,9,0.803367852140508,0.958327027071799,0.9332520821090553,-0.02507494496274365,0.04194135101309818,0.13826469639701208,2.625906229019165,2.9409587383270264,3.0420026779174805,0.783028244972229
42,5,raw,3,4,0.5688678629489142,0.9077190078778246,1.012465911511016,0.10474690363319139,0.09943729542351554,-0.012791108306047237,3.1952123641967773,2.1602182388305664,1.6786288022994995,1.3364943265914917
42,5,raw,3,5,0.7669705609546169,0.9570272743452111,1.0056666442614477,0.04863936991623663,0.04511113262439225,-0.0065496042714086235,3.1952123641967773,2.3338139057159424,1.6786288022994995,2.9121837615966797
42,5,raw,3,6,0.7415380743099217,0.9659453406335612,1.0176782691010517,0.05173292846749056,0.03462155541048909,-0.021486844883905575,3.1952123641967773,2.6632044315338135,1.6786288022994995,3.1993677616119385
42,5,raw,3,7,0.8161986753273098,1.0081719612396485,1.1094343616703863,0.10126240043073786,-0.008503154097905218,-0.12706604102881566,3.1952123641967773,2.406054973602295,1.6786288022994995,2.939016580581665
42,5,raw,3,8,0.3547553997977244,0.12082188214067967,0.5834419556697291,0.46262007352904944,0.8796310531955521,0.5313053469571504,3.1952123641967773,3.2994961738586426,1.6786288022994995,3.467862606048584
42,5,raw,3,9,0.2830574955582664,0.1889488435888861,0.39475988176311144,0.20581103817422533,0.8138374896287403,0.7898885790161136,3.1952123641967773,2.9409587383270264,1.6786288022994995,0.783028244972229
42,5,raw,4,5,0.518353427820287,0.3912020062907325,0.7483806732755401,0.35717866698480766,0.6106103825875441,0.3319398867115672,2.1602182388305664,2.3338139057159424,1.3364943265914917,2.9121837615966797
42,5,raw,4,6,0.774668455249168,1.0457087242742886,0.9925094012798663,-0.053199322994422316,-0.046711732884371825,0.010531593457474665,2.1602182388305664,2.6632044315338135,1.3364943265914917,3.1993677616119385
42,5,raw,4,7,0.8704996714348426,1.17952008421317,1.2580970709480594,0.07857698673488955,-0.1805597848585448,-0.34251173962814285,2.1602182388305664,2.406054973602295,1.3364943265914917,2.939016580581665
42,5,raw,4,8,0.8671865325773949,1.0462850076793133,1.1390576690519398,0.09277266137262652,-0.050496483961744075,-0.20730076333890102,2.1602182388305664,3.2994961738586426,1.3364943265914917,3.467862606048584
42,5,raw,4,9,0.7834801391720937,1.1205888473970287,1.165552202269085,0.04496335487205627,-0.12637119679829145,-0.18977828708832306,2.1602182388305664,2.9409587383270264,1.3364943265914917,0.783028244972229
42,5,raw,5,6,0.6755276195038502,1.1346178695438478,1.0297240464359505,-0.1048938231078973,-0.13579179373882558,-0.029855262481832272,2.3338139057159424,2.6632044315338135,2.9121837615966797,3.1993677616119385
42,5,raw,5,7,0.41212388754533563,0.71430593638877,0.9719117865730513,0.2576058501842813,0.28582634813729946,0.02808936660882275,2.3338139057159424,2.406054973602295,2.9121837615966797,2.939016580581665
42,5,raw,5,8,0.6785458009445595,1.050533679377269,1.202771091325936,0.1522374119486669,-0.05359378558058203,-0.20588213481903278,2.3338139057159424,3.2994961738586426,2.9121837615966797,3.467862606048584
42,5,raw,5,9,0.9293808925057312,1.1145613313519405,1.091583783994086,-0.0229775473578544,-0.11763986465144839,-0.1826611307262956,2.3338139057159424,2.9409587383270264,2.9121837615966797,0.783028244972229
42,5,raw,6,7,0.4638934619507115,0.905120151315018,0.9782560992298854,0.07313594791486744,0.09536937269885233,0.02182225098211968,2.6632044315338135,2.406054973602295,3.1993677616119385,2.939016580581665
42,5,raw,6,8,0.7028207929145012,1.1071326763051366,1.276996138191897,0.1698634618867605,-0.10960234814277335,-0.2779057922739394,2.6632044315338135,3.2994961738586426,3.1993677616119385,3.467862606048584
42,5,raw,6,9,0.9385584664633468,1.1376010336954991,1.0934270409580988,-0.0441739927374003,-0.1382806149556536,-0.20232570933215946,2.6632044315338135,2.9409587383270264,3.1993677616119385,0.783028244972229
42,5,raw,7,8,0.5571980562004097,0.9674996471200448,0.9296592930804061,-0.0378403540396387,0.034134993378196005,0.0713107687108897,2.406054973602295,3.2994961738586426,2.939016580581665,3.467862606048584
42,5,raw,7,9,0.7756817543719969,0.9643703617725113,0.9844297419867152,0.020059380214203837,0.03635095803710556,0.031299168082889815,2.406054973602295,2.9409587383270264,2.939016580581665,0.783028244972229
42,5,raw,8,9,0.2734881025500553,0.02437210422557876,0.6776385636330884,0.6532664594075096,0.9820824298938535,0.7506237391516062,3.2994961738586426,2.9409587383270264,3.467862606048584,0.783028244972229
42,5,ldp,0,1,0.6497790548290652,1.2392240798529246,1.1974021523128913,-0.04182192754003333,-0.24602799453077223,-0.19845828334696552,2.2304911613464355,2.8285183906555176,2.824244260787964,3.1308465003967285
42,5,ldp,0,2,0.5887202238591862,0.9174831006364319,0.9834317347437842,0.0659486341073523,0.0836172574657662,0.01661387090902785,2.2304911613464355,2.625906229019165,2.824244260787964,3.0420026779174805
42,5,ldp,0,3,0.684256732223115,0.9121132728147494,0.9858283583740594,0.07371508555930995,0.09362500912161019,0.0161354956595055,2.2304911613464355,3.1952123641967773,2.824244260787964,1.6786288022994995
